,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
105,545003.0,260429.34,0.0,0.0,0.0,739265.75,1680961.9,0.0,0.0,1287378.4,1250010.5,1035462.2,407187.62,238152.73,556966.44,1634133.1
106,540222.06,271103.22,0.0,0.0,0.0,766985.94,1659598.6,0.0,0.0,1301626.0,1250073.8,1052776.2,441914.62,194560.45,566671.75,1622364.8
107,3343692.8,1818568.0,0.0,0.0,0.0,5118778.5,10199961.0,0.0,0.0,8333363.5,7856499.5,6802682.5,3151078.8,753442.1,3665409.2,10069460.0
108,3393276.8,1845535.9,0.0,0.0,0.0,5194686.5,10351219.0,0.0,0.0,8456942.0,7973005.0,6903562.5,3197807.5,764614.56,3719764.5,10218782.0
109,3393276.8,1845536.4,0.0,0.0,0.0,5194686.0,10351219.0,0.0,0.0,8456941.0,7973006.0,6903561.5,3197807.8,764614.3,3719764.8,10218782.0
110,3343692.8,1818568.0,0.0,0.0,0.0,5118778.5,10199961.0,0.0,0.0,8333363.5,7856499.5,6802682.5,3151078.8,753442.1,3665409.2,10069460.0
111,3393276.8,1845536.4,0.0,0.0,0.0,5194686.5,10351219.0,0.0,0.0,8456941.0,7973005.5,6903562.5,3197807.5,764614.56,3719764.2,10218782.0
112,3393276.8,1845536.4,0.0,0.0,0.0,5194686.5,10351219.0,0.0,0.0,8456941.0,7973006.0,6903562.5,3197807.8,764614.3,3719764.5,10218782.0
113,3492445.2,1899472.6,0.0,0.0,0.0,5346502.5,10653735.0,0.0,0.0,8704097.0,8206018.5,7105319.0,3291263.8,786960.3,3828475.5,10517428.0
114,345116.4,187784.75,0.0,0.0,0.0,528407.4,1052829.6,0.0,0.0,860314.7,811109.4,702248.25,325366.25,77666.29,378502.38,1039318.9
115,345116.4,187784.81,0.0,0.0,0.0,528407.4,1052829.6,0.0,0.0,860314.75,811109.44,702248.25,325366.2,77666.27,378502.44,1039318.9
116,345116.4,187784.75,0.0,0.0,0.0,528407.4,1052829.6,0.0,0.0,860314.7,811109.4,702248.25,325366.25,77666.29,378502.38,1039318.9
117,345116.4,187784.75,0.0,0.0,0.0,528407.4,1052829.6,0.0,0.0,860314.7,811109.4,702248.25,325366.25,77666.29,378502.38,1039318.9
118,345116.4,187784.81,0.0,0.0,0.0,528407.4,1052829.6,0.0,0.0,860314.75,811109.44,702248.25,325366.2,77666.27,378502.44,1039318.9
119,345116.4,187784.81,0.0,0.0,0.0,528407.4,1052829.6,0.0,0.0,860314.75,811109.44,702248.25,325366.2,77666.27,378502.44,1039318.9
120,345116.4,187784.81,0.0,0.0,0.0,528407.4,1052829.6,0.0,0.0,860314.75,811109.44,702248.25,325366.2,77666.27,378502.44,1039318.9
121,345116.4,187784.81,0.0,0.0,0.0,528407.4,1052829.6,0.0,0.0,860314.75,811109.44,702248.25,325366.25,77666.27,378502.44,1039318.9
122,345116.4,187784.81,0.0,0.0,0.0,528407.4,1052829.6,0.0,0.0,860314.75,811109.44,702248.25,325366.25,77666.27,378502.44,1039318.9
123,338461.03,184163.08,0.0,0.0,0.0,518216.97,1032526.25,0.0,0.0,843723.2,795466.6,688705.25,319091.1,76169.02,371202.34,1019276.2
124,345116.4,187784.81,0.0,0.0,0.0,528407.4,1052829.6,0.0,0.0,860314.75,811109.44,702248.25,325366.2,77666.27,378502.44,1039318.9
